lang	lang_id	grade	grade_id	book	book_id	chapter	chapter_id	link
Tamil	tamil	Grade 5	grade-5	தமிழ் - 2019 புதிய பாடத்திட்டம்	-2019-	17. மான்குட்டியும் சிங்கமும்	17-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20v5/17.%20%E0%AE%AE%E0%AE%BE%E0%AE%A9%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AE%BF%E0%AE%AF%E0%AF%81%E0%AE%AE%E0%AF%8D%20%E0%AE%9A%E0%AE%BF%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%81%E0%AE%AE%E0%AF%8D.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ் - 2019 புதிய பாடத்திட்டம்	-2019-	18. ஔவையாரும் நெல்லிக் கனியும்	18-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20v5/18.%20%E0%AE%94%E0%AE%B5%E0%AF%88%E0%AE%AF%E0%AE%BE%E0%AE%B0%E0%AF%81%E0%AE%AE%E0%AF%8D%20%E0%AE%A8%E0%AF%86%E0%AE%B2%E0%AF%8D%E0%AE%B2%E0%AE%BF%E0%AE%95%E0%AF%8D%20%E0%AE%95%E0%AE%A9%E0%AE%BF%E0%AE%AF%E0%AF%81%E0%AE%AE%E0%AF%8D.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ் - 2019 புதிய பாடத்திட்டம்	-2019-	19. சூரியன் எடுத்த விடுமுறை	19-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20v5/19.%20%E0%AE%9A%E0%AF%82%E0%AE%B0%E0%AE%BF%E0%AE%AF%E0%AE%A9%E0%AF%8D%20%E0%AE%8E%E0%AE%9F%E0%AF%81%E0%AE%A4%E0%AF%8D%E0%AE%A4%20%E0%AE%B5%E0%AE%BF%E0%AE%9F%E0%AF%81%E0%AE%AE%E0%AF%81%E0%AE%B1%E0%AF%88.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ் - 2019 புதிய பாடத்திட்டம்	-2019-	20. புன்னகை வேண்டும்	20-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20v5/20.%20%E0%AE%AA%E0%AF%81%E0%AE%A9%E0%AF%8D%E0%AE%A9%E0%AE%95%E0%AF%88%20%E0%AE%B5%E0%AF%87%E0%AE%A3%E0%AF%8D%E0%AE%9F%E0%AF%81%E0%AE%AE%E0%AF%8D.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ் - 2019 புதிய பாடத்திட்டம்	-2019-	21. கனவு காணக் கற்றுத் தந்தவர்	21-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20v5/21.%20%E0%AE%95%E0%AE%A9%E0%AE%B5%E0%AF%81%20%E0%AE%95%E0%AE%BE%E0%AE%A3%E0%AE%95%E0%AF%8D%20%E0%AE%95%E0%AE%B1%E0%AF%8D%E0%AE%B1%E0%AF%81%E0%AE%A4%E0%AF%8D%20%E0%AE%A4%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%B5%E0%AE%B0%E0%AF%8D.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி - 2019 புதிய பாடத்திட்டம்	-2019-	சைவ நெறி	-	http://www.edupub.gov.lk/Administrator/Tamil/5/maths%20G-5%20%20T/book.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	1 விநாயகர்	1-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2001.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	2 அறுகம்புல்லின் சிறப்பு	2-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2002.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	3 சிவம் என்னும் பரம்பொருள்	3-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2003.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	4 சுவாமிநாதன்	4-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2004.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	5 பாணத்திரனின் இறைபக்தி	5-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2005.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	6 சைவசமய குரவர்	6-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2006.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	7 தோத்திரப்பாடல்கள் I	7-i	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2007.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	8 முன்னேச்சரம்	8-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2008.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	9 ஆராதனை	9-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2009.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	10 திருநந்தி தேவர்	10-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2010.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	11 சிவ சின்னங்கள்	11-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2011.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	12 துயர் துடைத்த கண்ணன்	12-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2012.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	13 செய்ந்நன்றி அறிதல்	13-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2013.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	14 தோத்திரப்பாடல்கள் II	14-ii	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2014.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	15 ஆறுமுகநாவலர்	15-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2015.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	16 உத்தம வாழ்வு	16-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2016.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	17 பகுத்து உண்ணும் பண்பு	17-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2017.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	18 கற்க கற்றபடி ஒழுகுக	18-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2018.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	19 நல்லூர்க் கந்தசுவாமி கோயில்	19-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2019.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	20 தாடகைப் பிராட்டியார்	20-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2020.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	21 கேதார கௌரி விரதம்	21-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2021.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	22 நல்ல பழங்கள்	22-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2022.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	23 பஞ்ச புராணம்	23-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2023.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	24 குமரகுரு பர சுவாமிகள்	24-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2024.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	25 சைவசமயப் பண்டிகைகள்	25-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2025.pdf
Tamil	tamil	Grade 5	grade-5	சைவ நெறி	-	26 நன்னெறி	26-	http://www.edupub.gov.lk/Administrator/Tamil/5/hindu%20G-5%20T/cha%2026.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	1.ஒழுக்கம்	1-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%201.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	2. மகாத்மா காந்தி	2-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%202.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	3. எது திறமை	3-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%203.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	4. நன்றி மறவேல்	4-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%204.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	5. பரதன்	5-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%205.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	6. சுத்தம் சுகம் தரும்	6-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%206.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	7. செல்வம் என்பது சிந்தையின் நிறைவே	7-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%207.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	8. உயிர்களிடத்தில் அன்பு வேண்டும்	8-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%208.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	9. கணினி	9-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%209.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	10. வாழ்வு வளம்பெற	10-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2010.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	11. நல்லதையே செய்வோம் ( 69-72 )	11-69-72-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2011%20(69-72pages).pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	11. நல்லதையே செய்வோம் (73-76)	11-73-76-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2011%20(73-76%20pages).pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	12. பத்திரிக்கைகளும் அவற்றின் பயன்பாடுகளும் (77-78)	12-77-78-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2012.1(%2077-78%20pages%20).pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	12. பத்திரிக்கைகளும் அவற்றின் பயன்பாடுகளும் (79-81)	12-79-81-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2012.2%20(79-80-81%20pages%20).pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	12. பத்திரிக்கைகளும் அவற்றின் பயன்பாடுகளும் (82-84)	12-82-84-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2012.3%20(82-83-84%20pages%20).pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	13. எல்லே விளையாட்டு	13-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2013.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	14. லூயி பாஸ்ட்டர்	14-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2014.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	15. பழமொழிகளும் விடுகதைகளும்	15-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2015.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	16 கூண்டுக்கிளி ஒன்று தன் கதை கூறல்	16-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2016.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	17. பக்த சபரி	17-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2017.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	18. கிராமியப் பாடல்கள்	18-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2018.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	19 பொதுச் சொத்துக்களைப் பேணல்	19-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2019.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	20. நாளைக்கு நீ தலைக்காட்டாதே	20-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2020.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	21. கடிதமும் பதிலும்	21-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2021.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	22. நேர்மை	22-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2022.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	23. நீங்கள் என்ன மரம்	23-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2023.pdf
Tamil	tamil	Grade 5	grade-5	தமிழ்	-	24.சிறுமியின் உதவி	24-	http://www.edupub.gov.lk/Administrator/Tamil/5/tamil%20G-5/cha%2024.pdf
Tamil	tamil	Grade 6	grade-6	கிறிஸ்தவம் -2016 புதிய பாடத்திட்டம்	-2016-	கிறிஸ்தவம்	-	http://www.edupub.gov.lk/Administrator/Tamil/6/kristhu%20G-6%20T/kristhu%20G-6%20T.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	1. திருவிவிலியம்	1-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/1.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	2. ஐந்நூல் (பஞ்சாங்கமம்)	2-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/2.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	3. நான்கு நற்செய்தி நூல்கள்	3-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/3.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	4. உலகப் படைப்பு	4-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/4.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	5.படைப்பின் பல்வேறு தன்மை	5-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/5.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	6. இறைவனின் உன்னத படைப்பு	6-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/6.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	7. இயேசுவின் பிறப்பு	7-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/7.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	8. இயேசுவின் பிள்ளைப்பருவம்	8-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/8.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	9. அருளடையாளங்கள்	9-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/9.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	10. புகுமுக அருளடையாளங்கள்	10-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/10.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	11. குணமளிக்கும் அருளடையாளங்கள்	11-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/11.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	12. பணி வாழ்வின் அருளடையாளங்கள்	12-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/12.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	13. பத்துக் கட்டளைகள்	13-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/13.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	14. இறை அன்பு	14-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/14.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	15. ஞாயிறு தினத்தைத் தூய்மையாகக் கடைப்பிடிப்போம்	15-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/15.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	16. சகோதர அன்பு	16-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/16.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	17. பகைவரை அன்பு செய்தல்	17-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/17.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	18. திருச் சபையின் கட்டளைகள்	18-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/18.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	19. செபம்	19-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/19.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	20. செபிக்க வேண்டிய சந்தர்ப்பங்கள்	20-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/20.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	21. இயேசு கற்பித்த செபம்	21-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/21.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	22. அருள் நிறை மரியே	22-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/22.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	23. பொதுச் செபங்கள்	23-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/23.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	24. செபங்களை உருவாக்குதல்	24-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/24.pdf
Tamil	tamil	Grade 6	grade-6	கத்தோலி்கம் - 2016 புதிய பாடத்திட்டம்	-2016-	25. தியானம் செய்தல்	25-	http://www.edupub.gov.lk/Administrator/Tamil/6/Catholic%20-%20G%206%20-%20T/25.pdf
Tamil	tamil	Grade 6	grade-6	இஸ்லாம் - புதிய பாடத்திட்டம்	-	இஸ்லாம்	-	http://www.edupub.gov.lk/Administrator/Tamil/6/islam%20G-6/book.pdf
Tamil	tamil	Grade 6	grade-6	தமிழ் மொழியும் இலக்கியமும் -2016 புதிய பாடத்திட்டம்	-2016-	தமிழ் மொழியும் இலக்கியமும்	-	http://www.edupub.gov.lk/Administrator/Tamil/6/tamil%20G-6/Tamil%20lang%20&%20lit%20G6%20(T).pdf
Tamil	tamil	Grade 6	grade-6	கணிதம் I - 2016 புதிய பாடத் திட்டம்	-i-2016-	கணிதம் I	-i	http://www.edupub.gov.lk/Administrator/Tamil/6/maths%20g-6%20p-I%20T/maths%20g-6%20p-I%20T.pdf
Tamil	tamil	Grade 6	grade-6	கணிதம் II - 2016 புதிய பாடத் திட்டம்	-ii-2016-	கணிதம் II	-ii	http://www.edupub.gov.lk/Administrator/Tamil/6/maths%20g-6%20p-II%20T/maths%20g-6%20p-II%20T.pdf
Tamil	tamil	Grade 6	grade-6	விஞ்ஞானம் - 2016 புதிய பாடத்திட்டம்	-2016-	1. உயிர்ச்சூழலின் விந்தைகள்	1-	http://www.edupub.gov.lk/Administrator/Tamil/6/Science%20-G6-T/6_Sci_1%20Tamil.pdf
Tamil	tamil	Grade 6	grade-6	விஞ்ஞானம் - 2016 புதிய பாடத்திட்டம்	-2016-	2. எமது சூழலில் உள்ளவை	2-	http://www.edupub.gov.lk/Administrator/Tamil/6/Science%20-G6-T/6_Sci_2%20Tamil.pdf
Tamil	tamil	Grade 6	grade-6	விஞ்ஞானம் - 2016 புதிய பாடத்திட்டம்	-2016-	3. நீர் ஓர் இயற்கை வளம்	3-	http://www.edupub.gov.lk/Administrator/Tamil/6/Science%20-G6-T/6_Sci_3%20Tamil.pdf
Tamil	tamil	Grade 6	grade-6	விஞ்ஞானம் - 2016 புதிய பாடத்திட்டம்	-2016-	4. அன்றாட வாழ்வில் சக்தி	4-	http://www.edupub.gov.lk/Administrator/Tamil/6/Science%20-G6-T/6_Sci_4%20Tamil.pdf
Tamil	tamil	Grade 6	grade-6	விஞ்ஞானம் - 2016 புதிய பாடத்திட்டம்	-2016-	5. ஒளியும் பார்வையும்	5-	http://www.edupub.gov.lk/Administrator/Tamil/6/Science%20-G6-T/6_Sci_5%20Tamil.pdf
Tamil	tamil	Grade 6	grade-6	விஞ்ஞானம் - 2016 புதிய பாடத்திட்டம்	-2016-	6. ஒலியும் கேட்டலும்	6-	http://www.edupub.gov.lk/Administrator/Tamil/6/Science%20-G6-T/Chapter%2006.pdf
Tamil	tamil	Grade 6	grade-6	விஞ்ஞானம் - 2016 புதிய பாடத்திட்டம்	-2016-	7. காந்தம்	7-	http://www.edupub.gov.lk/Administrator/Tamil/6/Science%20-G6-T/Chapter%2007.pdf
Tamil	tamil	Grade 6	grade-6	விஞ்ஞானம் - 2016 புதிய பாடத்திட்டம்	-2016-	8. வாழ்விற்கு மின்சாரம்	8-	http://www.edupub.gov.lk/Administrator/Tamil/6/Science%20-G6-T/Chapter%2008.pdf
Tamil	tamil	Grade 6	grade-6	விஞ்ஞானம் - 2016 புதிய பாடத்திட்டம்	-2016-	9. வெப்பமும் அதன் விளைவுகளும்	9-	http://www.edupub.gov.lk/Administrator/Tamil/6/Science%20-G6-T/Chapter%2009.pdf
Tamil	tamil	Grade 6	grade-6	விஞ்ஞானம் - 2016 புதிய பாடத்திட்டம்	-2016-	10. போசணையை அடிப்படையாகக் கொண்ட இடைத் தொடர்பு	10-	http://www.edupub.gov.lk/Administrator/Tamil/6/Science%20-G6-T/Chapter%2010.pdf
Tamil	tamil	Grade 6	grade-6	விஞ்ஞானம் - 2016 புதிய பாடத்திட்டம்	-2016-	11. வானிலையும் காலநிலையும்	11-	http://www.edupub.gov.lk/Administrator/Tamil/6/Science%20-G6-T/Chapter%2011.pdf
Tamil	tamil	Grade 6	grade-6	வரலாறு - 2016 புதிய பாடத்திட்டம்	-2016-	வரலாறு - 2016 புதிய பாடத்திட்டம்	-2016-	http://www.edupub.gov.lk/Administrator/Tamil/6/history%20g-6%20T/History%20G%206.pdf
Tamil	tamil	Grade 6	grade-6	புவியியல் - 2016 புதிய பாடத்திட்டம்	-2016-	புவியியல்	-	http://www.edupub.gov.lk/Administrator/Tamil/6/Geography%20G-6%20T/book.pdf
Tamil	tamil	Grade 6	grade-6	குடியியற் கல்வி- 2016 புதிய பாடத்திட்டம்	-2016-	குடியியற் கல்வி	-	http://www.edupub.gov.lk/Administrator/Tamil/6/civic%20g-6%20T/civic%20g-6%20T.pdf
Tamil	tamil	Grade 6	grade-6	சுகாதாரமும் உடற் கல்வியும் - 2016 புதிய பாடத்திட்டம்	-2016-	சுகாதாரமும் உடற் கல்வியும்	-	http://www.edupub.gov.lk/Administrator/Tamil/6/health%20G-6%20T/Helth%20&%20PT%20G-06.pdf
Tamil	tamil	Grade 6	grade-6	செயன்முறைத் தொழினுட்பத் திறன்கள் - 2016 புதிய பாடத்திட்டம்	-2016-	01 விவசாயம்	01-	http://www.edupub.gov.lk/Administrator/Tamil/6/Practical%20&%20Technical%20Skills%20G%206%20T/chapter%2001.pdf
Tamil	tamil	Grade 6	grade-6	செயன்முறைத் தொழினுட்பத் திறன்கள் - 2016 புதிய பாடத்திட்டம்	-2016-	02 உணவு	02-	http://www.edupub.gov.lk/Administrator/Tamil/6/Practical%20&%20Technical%20Skills%20G%206%20T/chapter%2002.pdf
Tamil	tamil	Grade 6	grade-6	செயன்முறைத் தொழினுட்பத் திறன்கள் - 2016 புதிய பாடத்திட்டம்	-2016-	03 ஆரம்பத் தொழினுட்பவியல்	03-	http://www.edupub.gov.lk/Administrator/Tamil/6/Practical%20&%20Technical%20Skills%20G%206%20T/Chapter%2003.pdf
Tamil	tamil	Grade 6	grade-6	செயன்முறைத் தொழினுட்பத் திறன்கள் - 2016 புதிய பாடத்திட்டம்	-2016-	04 வணிக நடவடிக்கைகள்	04-	http://www.edupub.gov.lk/Administrator/Tamil/6/Practical%20&%20Technical%20Skills%20G%206%20T/Chapter%204.pdf
Tamil	tamil	Grade 6	grade-6	செயன்முறைத் தொழினுட்பத் திறன்கள் - 2016 புதிய பாடத்திட்டம்	-2016-	05 சித்தரிப்புக் கலை	05-	http://www.edupub.gov.lk/Administrator/Tamil/6/Practical%20&%20Technical%20Skills%20G%206%20T/Chapter%205.pdf
Tamil	tamil	Grade 6	grade-6	දෙවන බස සිංහල - 2016 නව විෂය නිර්දේශය	-2016-	දෙවන බස සිංහල	-	http://www.edupub.gov.lk/Administrator/Tamil/6/secod%20la%20g-6%20S/second%20la%20g-6%20S.pdf
Tamil	tamil	Grade 6	grade-6	தகவல் மற்றும் தொடர்பாடல் தொழினுட்பவியல் செயல் நூல் - 2018 புதிய பாடத்திட்டம்	-2018-	தகவல் மற்றும் தொடர்பாடல் தொழினுட்பவியல் செயல் நூல்	-	http://www.edupub.gov.lk/Administrator/Tamil/6/ict%20WB%20G-6%20T/book.pdf
